CNPJ/CPF,Incentivador,ESPORTE (Valor que pode aportar/ ano),CULTURA (valores aportados 2016),
19674019000141,A Mundial Ferragens Ltda.,2500,10000,
38717104000194,CONSERVEL LTDA,2500,10000,
11448933000162,SUAPE - COMPLEXO INDUSTRIAL PORTUÁRIO GOVERNADOR ERALDO GUEIROS,2500,10000,
15205628000109,Tramontina Nordeste S/A,2500,10000,
90936113000196,"SINDICATO DA INDÚSTRIA DE CALÇADOS, COMPONENTES PARA CALÇADOS DE TRÊS ",2500,10000,
44620375000120,Quinta Roda Máquinas e Veículos Ltda,2500,10000,
3995942000145,ZAS PRODUTOS AGROPECUARIOS LTDA - ME,2500,10000,
4684648000185,Robustec Indústria e Comércio Ltda.,2500,10000,
88501093000189,SCALA TRANSPORTE E ADMINISTRACAO LTDA - EPP,2500,10000,
39404421000113,CIA DE TRANSPORTES E ARMAZENS GERAIS ? SILOTEC,2500,10000,
3029056000167,MITA LTDA,2500,10000,
91505230000168,Metalúrgica Martinazzo LTDA.,2500,10000,
11101147000194,Multilog Armazens gerais e logistica SA,2500,10000,
1203549000146,Braspine Madeiras Ltda,2500,10000,
17252776000100,M.PIRES FERNANDES & CIA LTDA,2500,10000,
87547170000179,Todeschini S/A - Industria e Comercio,2500,10000,
55421820000149,G. Pierotti Ship Supplier Ltda.,2500,10000,
2337524000106,Info Store Computadores da Amazônia Ltda.,2500,10000,
74174095000104,PLOTTER ENGENHARIA LTDA.,2500,10000,
4016901000122,GABBI & CANABARRO LTDA - EPP,2500,10000,
4146040000105,Lider Signature S.A,2500,10000,
5023161000114,DEFRIO COMERCIAL DE GASES LTDA,2500,10000,
7162964000185,MACROTOP INDUSTRIA E COMERCIO DE ELETROSERRAS LTDA,2500,10000,
9602000000136,ACONCAGUA PARTICIPACOES LTDA,2500,10000,
8958412000140,DEXTRA CONSULTORIA E SERVICOS EM INFORMATICA LTDA,2500,10000,
9439128000120,Companhia Energética Potiguar,2500,10000,
9504367000117,MT GRAOS FERTILIZANTES LTDA - EPP ,2500,10000,
98589096000170,Lenz & Cia Ltda.,2500,10000,
5693983000102,Enjin Distribuidora de Veículos Ltda.,2500,10000,
1463926000186,GUARANI AGROINDUSTRIA LTDA ,2475,9900,
2214014000133,Telespazio Brasil S/A,"2455,44","9821,75",
49323314000114,Gráfica e Editora Anglo Ltda.,"2440,12","9760,48",
27486182000109,Viação Águia Branca S/A,"2436,25",9745,
2162577000125,T.K.S Sistemas Hospitalares e Consultórios,"2428,58","9714,32",
6339468000191,"Grazziotin Financiadora S.A - Crédito, Financiamento e Investimento.",2425,9700,
5144062000190,AEGER COMERCIAL E IMPORTADORA LTDA. ,2400,9600,
2929785000107,COMPANHIA DA TERRA AGRONEGOCIOS LTDA,2400,9600,
40196511000145,ROTHENBERG COMERCIO DE PERFUMES E COSMETICOS LTDA ,2400,9600,
3395289000183,IUNI Educacional - UNIME Salvador Ltda.,"2381,6","9526,39",
75847000135,Unicred Sul Catarinense,2375,9500,
2698372000169,Realeza Informática Ltda.,2359,9436,
88099247000158,Cooperativa de Crédito de Livre Admissão de Associados Celeiro - SICREDI Celeiro RS/SC,"2344,28","9377,13",
50276898000101,Luporini Distribuidora de Autopeças Ltda.,2310,9240,
79592481000121,MARTINS ENGENHARIA CIVIL LTDA,"2305,3","9221,2",
11034934000160,NDS Distribuidora de Medicamento Ltda.,2300,9200,
6213287000114,CTINET SOLUCOES EM CONECTIVIDADE E INFORMATICA LTDA,"2270,66","9082,64",
5372281000127,Mercantil Nova Curuçá Ltda.,"2269,2","9076,8",
1708750000185,Sonoco Embalagens S/A,2250,9000,
10285760000146,Carway Sul Vaículos Ltda.,2250,9000,
333653000192,MOINHO CASQUENSE LTDA ,2250,9000,
62579057000144,Metrodados Ltda,2250,9000,
7992099000102,Killing Bahia Tintas e Adesivos Ltda ,2250,9000,
6073922000105,Credit Suisse Hedging-Griffo Serviços Internacionais S/A,2250,9000,
19113319000151,HOTEL LAGHETTO VIALE LTDA,2250,9000,
7045622000185,Distribuidora de Combustíveis Savar Ltda.,2250,9000,
78755758000127,SUPERMERCADOS RICKLI LTDA,2250,9000,
9341907000199,Wabco Centro de Distribuição de Peças Automotivas Ltda.,2250,9000,
4980127000175,SANTANDER MICROCREDITO ASSESSORIA FINANCEIRA S.A. ,2250,9000,
8613774000108,VIA CERTA PARTICIPACOES E INVESTIMENTO S.A.,2250,9000,
20240139000110,MULTIPRIME INDUSTRIA E COMERCIO DE PECAS PARA VEICULOS S/A,2250,9000,
79905436000180,Ecoflex Fábrica de Espumas e Colchões Ltda.,2250,9000,
51597896000179,Fazenda Santa Fé Ltda.,2250,9000,
5796221000131,Antonio  Bordin Neto ,2250,9000,
43156819000155,MARLES INDUSTRIA TEXTIL ECOMERCIO LIMITADA ,2250,9000,
11131609000116,TOTALMIX INDUSTRIA E COMERCIO LTDA,2250,9000,
6018086000166,Centro Shopping Empreendimentos Participações Ltda.,2250,9000,
80221013000120,Tozetto & Cia Ltda,2250,9000,
76573427000140,MULTIBOM DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS LTDA ,2250,9000,
2949160000107,Tracan Máquinas e Sistemas Para  Agricultura Ltda ,"2246,74","8986,97",
9250869000169,FRIGORIFICO CARIACICA S.A. ,"2232,46","8929,85",
14749160000142,VEGA VALORIZACAO DE RESIDUOS S.A. - VVR,2225,8900,
72377864000138,SUPERMERCADO NARDELAO LTDA ,2225,8900,
12286244000161,REDSTAR COMERCIO DE VEÍCULOS LTA,2200,8800,
510574000100,Beira Rio Agroindustrial Ltda.,"2196,27","8785,09",
604122000197,Trivale Administradora Ltda,"2154,03","8616,11",
43462720000181,B. A. Barbosa Supermercado Ltda,2150,8600,
275287000162,PETRO RIO COMERCIO DE COMBUSTIVEIS LTDA ,2125,8500,
2895152000125,Fabricadora de Poliuretano Rio Sul Ltda,2114,8456,
33592510000154,Vale S/A,"2113,13","8452,5",
14027918000139,POSTO ECONOMIC LTDA,"2087,79","8351,16",
2624729000164,MADETEC MOVEIS LTDA ,"2073,75",8295,
27338151000100,Casal Comércio e Serviços Ltda.,"2062,5",8250,
8373156000120,PONTO VEICULOS LTDA,"2062,44","8249,74",
13692691000183,ACSO ? CENTRAL DE SERVIÇOS DO AÇO LTDA,"2046,28","8185,1",
87978771000136,Rede Popular de Comunicação Ltda.,"2016,71","8066,84",
9105898000137,Calmon Viana Comécio de Alimentos Ltda. ,"2006,69","8026,77",
7571746000102,MG VIDROS AUTOMOTIVOS LTDA,2000,8000,
275422000170,ORTO SYSTEM SERVICOS ODONTOLOGICOS LTDA,2000,8000,
43936442000157,CIA Real de Participações Industriais,2000,8000,
4476996000167,TOZZI INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,2000,8000,
19592641000100,Cerealista Nova Safra Ltda.,2000,8000,
57032427000199,PEDRO MARCIO DA FONSECA & CIA LTDA,2000,8000,
93307312000123,"Ramos, Copini e CIA LTDA.",2000,8000,
9448339000120,TMT - DISTRIBUIDORA DE VEICULOS LIMITADA,2000,8000,
78704905000130,J C OLIVEIRA & FILHOS LTDA,2000,8000,
10608361000179,Paulista Companhia Securitizadora de Créditos Financeiros,2000,8000,
4316357000134,Sociedade de Crédito ao Microempreendedor e à Empresa de Pequeno Porte ,2000,8000,
7163211000194,Previmax Previdência Privada e Seguradora S/A,2000,8000,
7443786000160,Caimi & Liaison Ind. e Com. de Couro e Sintéticos Ltda,2000,8000,
87760062000180,INDUSTRIA AGRO-PERTENCES S/A,2000,8000,
95597571000161,Supermercados Beltreme Ltda.,2000,8000,
78473360000106,Coopertiva Agroindustrial Bom Jesus,2000,8000,
59300962000109,Tuberfil Indústria e Comércio de Tubos Ltda.,2000,8000,
91688234000129,Sinoscar S/A,2000,8000,
90099938000101,Hidrofer Comercial de Ferragens Ltda.,2000,8000,
5849430000104,RSC Comércio de Peças para Caminhões Ltda.,2000,8000,
41080722000180,DISLUB COMBUSTIVEIS LTDA,2000,8000,
1896483000117,Canadá Veiculos Ltda,2000,8000,
5937408000108,GMAD Ponto do Marceneiro - Suprimentos para Móveis Ltda.,2000,8000,
88910252000107,Razera Agrícola Ltda,2000,8000,
17312214000104,HOTEL LAGHETTO TOSCANA LTDA,2000,8000,
13046954000187,SLC LANDCO EMPREENDIMENTOS AGRÍCOLAS S.A.,2000,8000,
8520909000182,Europol Comércio e Distribuição de Termoplásticos Ltda,2000,8000,
3290201000169,JARDIM SISTEMAS AUTOMOTIVOS E INDUSTRIAIS S.A. ,"1990,5",7962,
25308198000104,Auto Forjas Ltda,1977,7908,
83646604000137,ALTHOFF SUPERMERCADOS LTDA ,"1970,91","7883,64",
77817674000108,Fistarol e Cia Ltda.,"1958,33","7833,33",
83215830000163,COMERCIO E REPRESENTACOES BELLATO LTDA ,"1957,5",7830,
3985506000195,"Autometal SBC Injeção, Pintura e Cromação de Plásticos Ltda.",1956,7824,
78773124000105,Supermercado Illetacol Ltda,1950,7800,
4668686000306,Slaviero Administração Hoteleira Ltda,"1940,23","7760,91",
7199490000146,CIA INDUSTRIAL DE OLEOS DO NORDESTE CIONE,"1928,72","7714,87",
7619417000186,"Sistel Manutenção, Construção e Engenharia Ltda","1903,34","7613,35",
83571539000128,Gráfica Estrela Ltda,1875,7500,
2639249000177,PHJ COMERCIO DE COMBUSTIVEIS LTDA ,1875,7500,
56139041000118,Urubupungá Transporte e Turismo Ltda.,1875,7500,
19525235000125,Interfoods Comércio Ltda.,1875,7500,
43347301000107,Sata Sociedade de Assessoria Técnica e Administrativa S/A,1875,7500,
1091641000161,W.L.S.COMERCIAL EXPORTADORA E IMPORTADORA DE PNEUMATICOS - EIRELI,"1871,29","7485,17",
80937766000136,Procolin Empreteira de Mão de Obra Ltda.,"1868,16","7472,65",
7132230000153,Noma Veículos Automotores Ltda,"1851,27","7405,09",
39281696000107,CST Comércio Exterior - S.A,1850,7400,
16978251000185,Ravato Distribuidora de Combustíveis Ltda.,1845,7380,
83658450000101,Bebidas Nuernberg Ltda,"1839,17","7356,67",
1483359000120,Centro de Diagnóstico por Imagem de Vila Velha Ltda.,"1821,43","7285,71",
32983165000117,Cooperativa de Crédito de Livre Admissão de Associados do Vale do São Lorenço - Sicredi Vale do São Lorenço,"1816,94","7267,75",
47454855000156,COFERPOL Indústria e Comércio de Tubos e Aço Ltda.,1800,7200,
11493623000160,Cia magnetron Indústria e Comércio de Componentes,1800,7200,
8940015000141,REDE ECONOMIC COMERCIO DE COMBUSTIVEIS LTDA - EPP ,"1796,06","7184,22",
79313847000186,Toyoville Comercio de Veiulos e Peças Limitada,"1785,59","7142,34",
61153870000195,Vilacopos Distribuidora de Produtos Alimenticios Ltda.,"1764,06","7056,24",
6083327000150,SOCIEDADE EDUCACIONAL CARVALHO GOMES LTDA,"1763,43","7053,71",
6889977000198,RODA BRASIL COMERCIO DE PECAS PARA VEICULOS LTDA,1750,7000,
50590371000149,Fazenda Santa Cruz Ltda,1750,7000,
21770011000120,ELETROMAC LTDA   ,1750,7000,
11852870000105,Hotel Laghetto Premium Ltda,1750,7000,
87548038000181,Anderle Transportes Ltda.,1750,7000,
3998690000108,Via Paris Automóveis Ltda,1750,7000,
5825524000135,Ipacol Máquinas Agrícolas Ltda.,1750,7000,
7462875000154,Sedan Comércio e Importação de Veículos Ltda.,1750,7000,
1186449000159,Futura Insumos Agrícolas Ltda.,1750,7000,
83073536000164,Serrana Engenharia Ltda,1750,7000,
87848222000147,Metalúrgica Geremia Ltda,1750,7000,
62546387000133,PREDILECTA ALIMENTOS LTDA,1750,7000,
47898135000180,JMB Zeppelin Equipamentos Industriais Ltda.,1750,7000,
7263666000181,Braspor Gráfica e Editora Ltda.,"1747,5",6990,
83191221000111,ACASEL ACABAMENTO E SEGURANÇA LTDA   ,"1744,03","6976,12",
91903989000107,Rádio Atlantida FM de Porto Alegre LTDA,"1728,61","6914,44",
10938144000147,Estok Brasil Comercio de Alimentos Ltda.,"1715,53","6862,13",
95814984000150,Metalúrgica Marks,1700,6800,
7286601000151,Supermercado Uirapuru Ltda.,"1690,52","6762,07",
12460077000123,Padrão 1000 Service Company Condominio e Serviços  S/S Ltda,"1680,16","6720,63",
80732928000108,Átrio Hotéis S/A,1675,6700,
3568170000165,UNIAO DE ENSINO UNOPAR LTDA ,"1658,25","6632,99",
70963418000180,LM Comercial e Distribuidora Ltda,"1654,18","6616,71",
23942915000111,Magnus - Segurança Patrimonial Ltda.,1650,6600,
69957000194,Porto a Porto Comércio Importação e Exportação Ltda,1650,6600,
3160773000123,Amici Tratores e Máquinas Agrícolas Ltda.,1645,6580,
1322816000102,DISTRIBUIDORA KRETZER LTDA ,"1637,5",6550,
17896938000134,VALOR FACTORING LTDA ,"1634,19","6536,75",
10785185000140,Yamam Segurança Patrimonial Ltda.,1625,6500,
79891149000168,PARAISO TURIST HOTEL LTDA ,1625,6500,
77152338000193,GEMU INDUSTRIA DE PRODUTOS PLÁSTICO E METALÚRGICOS LTDA,1625,6500,
41740358000138,Com Energia Ltda.,1625,6500,
92693282000178,Excelsior S.A Pneus e Acessórios,1625,6500,
4209387000141,Pneus OST Renovadora de Pneus LTDA,1625,6500,
9500070000183,Tecmar Industrial Química Ltda.,1625,6500,
67729178000491,COMERCIAL CIRURGICA RIOCLARENSE LTDA ,"1606,39","6425,55",
15413826000150,Empresa Energética de Mato Grosso do Sul  S.A - ENERSUL,"1601,75",6407,
30939375000182,Centro Ortopédico Traumatologico Tijuca  Ltda,1600,6400,
5929873000105,Supermercado Tami Ltda.,"1598,76","6395,05",
9288056000168,J Malucelli Participações em Seguros e Resseguros S.A.,1590,6360,
89960090000176,RB CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA. ,"1579,71","6318,83",
5344315000170,Águia do Brasil Ltda.,"1575,25",6301,
81478513000104,SULREAL COMERCIO DE PNEUS LTDA ,1575,6300,
5982200000100,IDS DESENVOLVIMENTO DE SOFTWARE E ASSESSORIA LTDA ,1575,6300,
84584556000162,De Marco Ltda ,"1562,5",6250,
5027327000332,INTER JAPAN VEICULOS LTDA ,"1562,5",6250,
72115025000141,Vigilância Radar LTDA,"1561,9","6247,58",
1973067000841,AMERICANOIL DISTRIBUIDORA DE DERIVADOS DE PETROLEO EIRELI ,"1551,59","6206,36",
14710866000109,COMERCIO DE ALIMENTOS CRISTALINA LTDA.,1550,6200,
3190773000176,SOCIEDADE DE ENSINO SUPERIOR PIAUIENSE LTDA,"1520,46","6081,85",
52940533000157,Bombas Leão S.A,"1509,82","6039,26",
91622779000132,Beliva Com. de Produtos Alimentícios Ltda.,"1507,76","6031,02",
79837688000119,SUPERMERCADOS MANENTI LTDA ,"1501,62","6006,47",
7193016000107,Gambatto P1 Veículos Ltda.,1500,6000,
3070939000110,J. MUNHOZ & CIA LTDA,1500,6000,
81048837000102,NHS Sistemas Eletrônicos Ltda.,1500,6000,
82246323000124,GMAD COMPMAG - Suprimentos para Móveis Ltda.,1500,6000,
36240547000101,Hebara Distribuidora de Produtos Lotericos Sa,1500,6000,
5007043000112,Tintas Alessi Ltda,1500,6000,
23441531000115,FUMAGALI FRUTAS E VERDURAS EIRELI,1500,6000,
56815244000187,Menegazzo & Cia Ltda,1500,6000,
79065181000194, DISTRIBUIDORA CURITIBA DE PAPEIS E LIVROS S/A ,1500,6000,
23002548000176,DISTRIBUIDORA MENEGAZZO LTDA ,1500,6000,
83121426000120,Comércio Atacadista e Varejista Ltda.,1500,6000,
89735070000100,Gauchafarma Medicamentos Ltda.,1500,6000,
76061902000108,SLAVIERO DE CASCAVEL LTDA ,1500,6000,
5522808000152,INTERCAR VOCAL MOTORS COMÉRCIO DE VEÍCULOS LTDA.,1500,6000,
76863877000178,Gambatto Veículos Ltda.,1500,6000,
13776742000155,Agillitas Serviços de Pagamentos S.A.,1500,6000,
73426579000122,COMERCIO DE CARNES FINCO LTDA,1500,6000,
7710591000130,BRPR 55 SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.,1500,6000,
76817808000128,GRAFICA E EDITORA 3 DE MAIO LTDA ,1500,6000,
78153962000178,OBJETIVA MÃO DE OBRA ESPECIALIZADA S.A,1500,6000,
68806322000166,LONDRIVET COMERCIO DE PRODUTOS AGROPECUARIOS LTDA ,1500,6000,
29979853000107,SERPEN SERVICOS E PROJETOS DE ENGENHARIA LTDA ,1500,6000,
17078536000122,Apec Veículos S/A,1500,6000,
202787000174,PROAVE AGROINDUSTRIAL LTDA,"1485,39","5941,57",
8723661000157,Cooperativa de Crédito de Livre Admissão de Associados do Sudeste Paranaense - Sicredi CARAJAS- PA,"1480,15","5920,6",
12747440000196,LULA COMERCIO DE PECAS E ACESSORIOS PARA VEICULOS LTDA,1475,5900,
46256772000190,Spartan do Brasil Produtos Químicos Ltda.,"1472,65","5890,61",
386708000122,Supermercado Watanabe Atibaia Ltda.,"1463,56","5854,22",
1211472000156,Os Batutinhas - Espaço de Educação Infantil Ltda,1450,5800,
3796693000169,Auto Posto São José LTDA.,"1441,5",5766,
5963540000194,RASTER RASTREAMENTO LTDA,"1437,34","5749,35",
10784798000244,ALIANSCE ESTACIONAMENTO LTDA,"1429,84","5719,35",
85151504000165,copaza descartáveis plásticos Ltda,"1412,5",5650,
60187853000106,Veibrás  Comércio e Importação Ltda.,"1411,25",5645,
57373375000203,METALURGICA NAKAYONE LTDA ,1410,5640,
42582049000140,Vanguarda Companhia de Seguros Gerais,"1403,25",5613,
1394953000144,Espirito Santo Investimentos S/A,1400,5600,
79863890000549,Nestor Lachamann & Cia Ltda,"1399,01","5596,02",
11083556000105,VITRAL SUL ALUMINIOS EFERRAGENS LTDA,"1385,08","5540,32",
68402163000134,Nova Sede Empreendimentos S.A,1375,5500,
82784216000150,Incobel Distribuidora de Bebidas Ltda,1375,5500,
5487048000190, DALLA VALLE REAL - COMERCIO DE UTENSILIOS DOMESTICOS LTDA ,"1352,5",5410,
1991461000136,S S Comércio de Combustíveis Ltda.,1352,5408,
61808531000108,Indústria e Comércio Jolitex Ltda.,1350,5400,
13346247000106,Bianchi Distribuidora de Autopeças Ltda.,1350,5400,
6180544000169,BESAF - BES ATIVOS FINANCEIROS LTDA.,1350,5400,
20407748000110,By Moto Lavras Veículos e Peças Ltda.,1325,5300,
5868278000107,UNIMED FORTALEZA SOCIEDADE COOPERATIVA MEDICA LTDA,"1312,18","5248,71",
56215999000140,Inforshop Suprimentos Ltda.,"1289,43","5157,7",
624310000187,DIRECT SHOPPING COMERCIAL LTDA,"1280,92","5123,68",
72855505000149,NOVA DISTRIBUIDORA DE VEICULOS LIMITADA ,"1252,5",5010,
567480000177,ZEAGRO COMERCIAL AGRICOLA LTDA,1250,5000,
10820645000124,USINA TRAPICHE S/A,1250,5000,
5818214000193,SIMCAL Acessórios para veículos Ltda.,1250,5000,
19504240000151,Empresa Mineira de Terraplanagem,1250,5000,
10766206000180,MAXIMA SISTEMAS DE INFORMATICA S.A.,1250,5000,
556603000174,"Barugui S.A. Crédito, Financiamentos e Investimentos",1250,5000,
82641986000143,CIA Hemmer Indústria e Comércio Ltda.,1250,5000,
25502014000134,VIACAO UBA TRANSPORTES LTDA,1250,5000,
17698002000107,Auto Nossa Senhora Aparecida,1250,5000,
92856905000186,ADVANCED CORRETORA DE CAMBIO LTDA ,1250,5000,
1973067000256,American Oil Distribuidora de Derivados de Patróleo Ltda.,1250,5000,
82439886000139,GMAD - Complond Suprimentos para Móveis Ltda,1250,5000,
3522692000126,"Cerea,ista Rigon & Ceretta Ltda.",1250,5000,
77884559000156,Trajano & Cia. Ltda,1250,5000,
90441460000148,Única Indústria de Móveis Ltda.,1250,5000,
89438006000159,SUPERMERCADO ZANINI LTDA ,1250,5000,
8352952000186,EXPRESSO PLANALTO TRANSPORTE E LOGISTICA LTDA,1250,5000,
3151289000138,Comid Máquinas Ltda.,1250,5000,
33577669000108,COMERCIO E REPRESENTACOES DE AUTOMOVEIS INTER CAR LTDA ,1250,5000,
13039737000160,CDNL PARTICIPACOES S/A.,1250,5000,
9467816000102,Nix Comércio de Automóveis Ltda,1250,5000,
11071732000199,Superpro Bettanin S/A Comn. Mat. Limpeza,1250,5000,
4381287000106,ORDENE S/A,1250,5000,
12320940000147,Semegrão Comercial Agrícola,1250,5000,
10729826000140,TECPONTA SERVICOS AGRICOLAS LTDA - ME,1250,5000,
62808506000189,Casa Flor Ltda.,1250,5000,
1659445000221,ORGANIZACAO FARMACEUTICA ANGONESE LTDA ,1250,5000,
94854395000133,KINEI CALCADOS LTDA ,1250,5000,
11085742000183,Tomilho Alimentos Ltda,1250,5000,
10356775000158,AUTONOMY ROCHAVERA PARTICIPACOES LTDA.,1250,5000,
1607538000121,HOSPITAL CARDIOLOGICO COSTANTINI LTDA.,1250,5000,
18121173000123,HOTEL LAGHETTO CENTRO LTDA,1250,5000,
72381213000111,Perfiaço Comercial de Ferros e Aço Ltda,1250,5000,
3729970000110,Opinião Factoring,1250,5000,
4589357000108,CIBERIAN TECN DA INF LTDA EPP,1250,5000,
9564525000124,Yaman Serviços Especializados e Locação Ltda.,1250,5000,
482840000138,LIDERANCA LIMPEZA E CONSERVACAO LTDA,1250,5000,
4144182000125,Consultoria Planejamento e Estudos Ambientais LTDA,1250,5000,
6338993000192,Dipagro Ltda,1250,5000,
3703992000101,Delta Soluções em Informática Ltda.,1250,5000,
9026663000150,SBR SUÍNOS BRASIL IND. E COM. DE CARNES LTDA,1250,5000,
87558037000118,Cia Apolo de Supermercados.,1250,5000,
481841000168,EDITORA NOTÍCIAS DO DIA LTDA.,1250,5000,
907229000104,JULIO FAGUNDES VARGAS PATOLOGIA CLINICA LTDA.,1250,5000,
533956000159,D SILVEIRA DISTRIBUIDORA DE CALCADOS LTDA,1250,5000,
51466324000150,INDUSTRIAS MACHINA ZACCARIA S A,1250,5000,
5957878000133,PANFACIL ALIMENTOS LTDA,1250,5000,
86352069000108,Sopasta S.A Industria e Comercio,1250,5000,
65744138000140,Aguetoni Transportes Ltda.,1250,5000,
3769330000134,Telha Certa Insústria e Comércio Ltda.,1250,5000,
1084619000194,MERCADO MARIN LTDA ,1250,5000,
81332439000113,Comércio  de Alimentos Anzolin Ltda,1250,5000,
1776432000151,SOL DIESEL DERIVADOS DE PETROLEO LTDA ,1250,5000,
94665114000102,LRB INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA,1250,5000,
78695996000194,Ceres Comércio e Transporte de Derivados de Petróleo Ltda.,"1238,12","4952,49",
74116534000114,Orsitec Assessoria Contábil e Empresarial S/S Ltda.,"1225,6","4902,41",
677560000185,Clinica Sabodotti Ltda.,"1214,29","4857,14",
401027000196,Nucleminas Medicina Nuclear Ltda.,"1214,29","4857,14",
65137457000198,Nuclear Medcenter Ltda Epp,"1214,29","4857,14",
58476052000119,Unidade Mogiana de Diagnóstico por Imagem Ltda.,"1214,29","4857,14",
31752272000171,Centro de Diagnóstico por Imagem Ltda.,"1214,29","4857,14",
18489336000125,Serviços de Radiologia São Judas Tadeu,"1214,29","4857,14",
65180093000129,Cientifica Tecnogama Ltda,"1214,29","4857,14",
26227959000158,IMRAD - Instituto Mineiro de RadioDiagnostico Ltda.,"1214,29","4857,14",
569926000100,Pro Imagem Ltda,"1214,29","4857,14",
2768662000131,Pro Iamgem Exames Complementares,"1214,29","4857,14",
57754285000173,Ecoclinica Ltda.,"1214,29","4857,14",
3636724000114,Centro de Produção Rio Grandense de Espumas Industriais Ltda,"1202,25",4809,
87704128000114,Industrial Busse Máquinas e Implementos Agrícolas Ltda,1200,4800,
85111441000113,Farben S.A. Indústria Química,1200,4800,
51833994000168,Ameribrás Indústria e Comércio Ltda,1200,4800,
7290212000108,BOMBAS LEAO RECIFE LTDA,"1197,48","4789,9",
2403486000134,Carmehil Comercial Eletrica Ltda,"1197,3","4789,21",
78352572000550,Slaviero Hoteis e Turismo Ltda,"1195,69","4782,74",
89944912000125,Centro de Compras Zaleski,1180,4720,
79224614000107,RÁDIO ITAPEMA FM DE FLORIANÓPOLIS LTDA,"1175,47","4701,88",
9473806000171,"Todescredi S/A - Crédito, financiamento e investimento",1175,4700,
78434982000117,Aguia Florestal Ind. de Mad. LTDA,1150,4600,
9582004000108,LLIDERIAN COMUNICACAO & MARKETING LTDA - ME ,1150,4600,
7227026000116,Centralpack Embalagens Ltda.,1150,4600,
6905943000140,Nobelpack Embalagens e Logistica Ltda.,1144,4576,
3800074000109,ADVANTECH BRASIL LTDA ,"1125,69","4502,75",
3445225000140,MAD - ARQUITETURA E DECORACAO DE INTERIORES LTDA - ME ,1125,4500,
92080035000104,Perto S/A - Peroféricos Para Automoção,1125,4500,
5681400000123,IMPLY TECNOLOGIA ELETRONICA LTDA,1125,4500,
78138955000105,Incavel Ônibus e peças,1125,4500,
994242000148,Haganá Serviços Especiais Ltda,1125,4500,
78625993000184,Norpave Veículos S/A,1125,4500,
4459513000116,Comercial Baratão Morumbi Ltda,"1116,35","4465,39",
61083911000467,TEIXEIRA MARQUES COMERCIAL LTDA ,"1107,75",4431,
6946989000107,Administradora de Bens Sicredi Ltda.,"1105,23","4420,93",
17740245000158,AGUAS CLARAS AMBIENTAL - CENTRAL DE TRATAMENTO E BENEFICIAMENTO DE RESIDUOS LTDA,1100,4400,
17972035000195,CAMPO BOM INDUSTRIA COMÉRCIO E REPRESENTAÇÕES LTDA,"1099,61","4398,43",
3812746000198,UNIC SORRISO LTDA ,"1089,25",4357,
7228846000122,CIESPI-CENTRO INTEGRADO DE EDUCACAO SUPERIOR DO PIAUI LTDA,"1088,49","4353,95",
24706364000150,SAVANA COMERCIO DE VEICULOS LTDA,"1066,25",4265,
6351446000147,Gendai Com. de Veículos Ltda.,"1064,35","4257,4",
10242700000146,Coqueiros Transmissora de Energia S/A,"1055,57","4222,28",
78515624000139,Construcolor Comércio de Tintas Ltda.,1050,4200,
5474470000100,CENESUP - CENTRO NACIONAL DE ENSINO SUPERIOR LTDA,"1048,53","4194,12",
84866342000189,Com. De Tintas Mat. El. Hidr. Verginia Ltda.,"1046,42","4185,67",
6332931000173,Cooperativa de Crédito Rural dos Empreendedores Rurais de Rio Verde - Goiás - Sicredi Verde GO,"1042,18","4168,71",
78705928000169,Enerquimica Produtos Quimicos Energia Ltda.,"1037,5",4150,
17288387000126,FABRICADORA DE ESPUMAS E COLCHÕES CENTRO OESTE LTDA.,"1033,38","4133,5",
4358494000131,CINQ Technologies Ltda,"1027,75","4110,99",
3318174000195,Supermercado ASP Ltda.,1025,4100,
3158860000146,PELISSARI INFORMATICA SA ,"1009,91","4039,63",
92236314000106,Televisão Tuiuti S/A,"1008,35","4033,41",
95607909000119,Televisão Imembuí S/A,"1008,35","4033,41",
5782733000149,Ciamed,1000,4000,
81904948000173,CAEMMUN INDUSTRIA E COMERCIO DE MOVEIS LTDA,1000,4000,
87548848000138,EMPRESA BENTO GONCALVES DE TRANSPORTES LTDA,1000,4000,
1711005000195,PULCINELLI & PULCINELLI LTDA,1000,4000,
81011686000118,COOPERATIVA DE CREDITO RURAL DO NORTE CATARINENSE -SICOOB/SC CREDINORTE,1000,4000,
76622968000111,Nicioli Industria e Comercio de Moveis Ltda.,1000,4000,
11733260000192,KBS INDÚSTRIA DE CALÇADOS LTDA,1000,4000,
13295839000146,GMAD - Rio Preto Suprimentos para Móveis Ltda,1000,4000,
1915661000100,WESTER INDUSTRIA E COMERCIO LTDA,1000,4000,
73031353000122,SUPERMERCADO MARINO DE AGUAI LTDA,1000,4000,
4064707000112,Denver Impermeabilizantes Ind. e Com. Ltda.,1000,4000,
46481156000132,HIDROMAR INDUSTRIA QUIMICA LTDA,1000,4000,
16871807000130,VBRAND ESTRATEGIA EM VIDEOS LTDA,1000,4000,
18171363000155,Posto Patão Ltda,1000,4000,
